Customer ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
13849.0,33,4,1905.85,4,3,4,11,⭐ Fidèle
13851.0,15,6,1865.3,5,4,4,13,🏆 VIP
13852.0,242,2,170.45000000000002,1,2,1,4,⚠️ À réactiver
13854.0,1,17,4133.19,5,5,5,15,🏆 VIP
13855.0,136,5,1253.94,2,4,4,10,⭐ Fidèle
13856.0,99,10,695.48,2,5,3,10,⭐ Fidèle
13857.0,29,7,997.11,4,4,4,12,⭐ Fidèle
13859.0,165,1,314.7,2,1,2,5,⚠️ À réactiver
13861.0,65,3,251.31,3,3,2,8,🔄 Moyen
13862.0,25,1,346.72999999999996,4,1,2,7,🔄 Moyen
13863.0,84,4,918.07,2,3,3,8,🔄 Moyen
13864.0,22,1,662.4,4,1,3,8,🔄 Moyen
13869.0,17,6,5006.62,4,4,5,13,🏆 VIP
13870.0,16,8,2938.59,4,5,5,14,🏆 VIP
13871.0,60,7,1415.15,3,4,4,11,⭐ Fidèle
13872.0,149,6,891.32,2,4,3,9,🔄 Moyen
13873.0,19,5,649.32,4,4,3,11,⭐ Fidèle
13874.0,140,9,1448.75,2,5,4,11,⭐ Fidèle
13875.0,23,9,3027.58,4,5,5,14,🏆 VIP
13877.0,100,4,329.09,2,3,2,7,🔄 Moyen
13878.0,183,3,1191.53,1,3,4,8,🔄 Moyen
13879.0,281,1,395.5,1,1,2,4,⚠️ À réactiver
13880.0,3,5,1171.8899999999999,5,4,4,13,🏆 VIP
13881.0,11,29,27402.98,5,5,5,15,🏆 VIP
13883.0,16,17,3803.99,4,5,5,14,🏆 VIP
13884.0,12,8,1071.08,5,5,4,14,🏆 VIP
13888.0,40,5,1563.42,3,4,4,11,⭐ Fidèle
13889.0,18,7,1438.83,4,4,4,12,⭐ Fidèle
13890.0,10,8,997.87,5,5,4,14,🏆 VIP
13891.0,14,3,863.56,5,3,3,11,⭐ Fidèle
13892.0,113,2,634.68,2,2,3,7,🔄 Moyen
13895.0,142,3,1335.5,2,3,4,9,🔄 Moyen
13896.0,261,1,388.55,1,1,2,4,⚠️ À réactiver
13897.0,74,2,849.56,2,2,3,7,🔄 Moyen
13898.0,47,1,530.47,3,1,3,7,🔄 Moyen
13900.0,16,4,867.14,4,3,3,10,⭐ Fidèle
13901.0,10,15,2732.14,5,5,5,15,🏆 VIP
13902.0,268,8,30411.26,1,5,5,11,⭐ Fidèle
13903.0,36,1,165.45000000000002,3,1,1,5,⚠️ À réactiver
13905.0,207,3,244.45,1,3,2,6,⚠️ À réactiver
13906.0,45,1,42.0,3,1,1,5,⚠️ À réactiver
13907.0,327,1,136.79999999999998,1,1,1,3,⚠️ À réactiver
13909.0,59,2,286.6,3,2,2,7,🔄 Moyen
13910.0,79,1,-127.66,2,1,1,4,⚠️ À réactiver
13911.0,15,13,1619.1299999999999,5,5,4,14,🏆 VIP
13912.0,59,1,124.95,3,1,1,5,⚠️ À réactiver
13913.0,142,1,42.22,2,1,1,4,⚠️ À réactiver
13915.0,30,2,31.2,4,2,1,7,🔄 Moyen
13916.0,99,5,1260.51,2,4,4,10,⭐ Fidèle
13919.0,60,2,975.87,3,2,4,9,🔄 Moyen
13920.0,67,5,1734.8799999999999,3,4,4,11,⭐ Fidèle
13921.0,35,5,720.75,4,4,3,11,⭐ Fidèle
13922.0,53,4,652.45,3,3,3,9,🔄 Moyen
13927.0,49,2,340.97,3,2,2,7,🔄 Moyen
13929.0,52,11,2515.25,3,5,5,13,🏆 VIP
13931.0,28,9,4019.85,4,5,5,14,🏆 VIP
13935.0,232,3,6116.92,1,3,5,9,🔄 Moyen
13936.0,18,2,563.08,4,2,3,9,🔄 Moyen
13937.0,32,2,708.53,4,2,3,9,🔄 Moyen
13939.0,64,6,976.91,3,4,4,11,⭐ Fidèle
13941.0,7,12,5933.74,5,5,5,15,🏆 VIP
13942.0,170,1,320.0,2,1,2,5,⚠️ À réactiver
13943.0,213,1,246.54,1,1,2,4,⚠️ À réactiver
13944.0,289,1,200.43,1,1,1,3,⚠️ À réactiver
13945.0,30,2,854.15,4,2,3,9,🔄 Moyen
13946.0,12,4,1183.86,5,3,4,12,⭐ Fidèle
13948.0,47,4,434.86,3,3,2,8,🔄 Moyen
13952.0,10,14,9544.8,5,5,5,15,🏆 VIP
13953.0,45,5,3125.0,3,4,5,12,⭐ Fidèle
13955.0,11,1,222.21,5,1,1,7,🔄 Moyen
13957.0,53,3,458.25,3,3,2,8,🔄 Moyen
13958.0,8,12,4504.78,5,5,5,15,🏆 VIP
13959.0,35,3,477.98,4,3,3,10,⭐ Fidèle
13961.0,21,2,498.7,4,2,3,9,🔄 Moyen
13962.0,71,1,193.25,2,1,1,4,⚠️ À réactiver
13963.0,3,15,2235.08,5,5,5,15,🏆 VIP
13964.0,23,3,421.9,4,3,2,9,🔄 Moyen
13965.0,91,5,777.66,2,4,3,9,🔄 Moyen
13966.0,71,1,390.85999999999996,2,1,2,5,⚠️ À réactiver
13967.0,32,1,85.6,4,1,1,6,⚠️ À réactiver
13968.0,59,1,123.66,3,1,1,5,⚠️ À réactiver
13969.0,1,20,4226.08,5,5,5,15,🏆 VIP
13970.0,22,2,846.55,4,2,3,9,🔄 Moyen
13971.0,53,7,1891.61,3,4,4,11,⭐ Fidèle
13974.0,213,3,249.93,1,3,2,6,⚠️ À réactiver
13975.0,29,7,2824.06,4,4,5,13,🏆 VIP
13976.0,142,3,834.38,2,3,3,8,🔄 Moyen
13977.0,47,1,519.81,3,1,3,7,🔄 Moyen
13979.0,29,10,2456.96,4,5,5,14,🏆 VIP
13980.0,73,8,552.98,2,5,3,10,⭐ Fidèle
13981.0,36,2,327.39,3,2,2,7,🔄 Moyen
13982.0,1,9,2557.68,5,5,5,15,🏆 VIP
13983.0,2,18,4402.95,5,5,5,15,🏆 VIP
13984.0,2,8,1128.09,5,5,4,14,🏆 VIP
13985.0,10,8,2957.78,5,5,5,15,🏆 VIP
13987.0,15,2,682.54,5,2,3,10,⭐ Fidèle
13988.0,19,2,609.84,4,2,3,9,🔄 Moyen
13989.0,100,3,759.98,2,3,3,8,🔄 Moyen
13992.0,16,2,142.7,4,2,1,7,🔄 Moyen
13993.0,15,12,3280.7,5,5,5,15,🏆 VIP
13995.0,15,12,2452.77,5,5,5,15,🏆 VIP
13996.0,22,2,895.76,4,2,3,9,🔄 Moyen
13997.0,155,3,382.31,2,3,2,7,🔄 Moyen
13998.0,82,3,566.7,2,3,3,8,🔄 Moyen
13999.0,10,21,5572.75,5,5,5,15,🏆 VIP
14000.0,50,6,1243.88,3,4,4,11,⭐ Fidèle
14001.0,9,7,2487.01,5,4,5,14,🏆 VIP
14003.0,368,1,209.41,1,1,1,3,⚠️ À réactiver
14004.0,29,4,1675.81,4,3,4,11,⭐ Fidèle
14006.0,164,4,1234.48,2,4,4,10,⭐ Fidèle
14007.0,148,1,79.48,2,1,1,4,⚠️ À réactiver
14008.0,11,2,493.74,5,2,3,10,⭐ Fidèle
14009.0,98,1,404.3,2,1,2,5,⚠️ À réactiver
14010.0,201,3,288.1,1,3,2,6,⚠️ À réactiver
14011.0,116,3,451.92,2,3,2,7,🔄 Moyen
14013.0,16,3,533.2,4,3,3,10,⭐ Fidèle
14014.0,12,2,1443.03,5,2,4,11,⭐ Fidèle
14016.0,32,8,7051.25,4,5,5,14,🏆 VIP
14017.0,207,1,229.75,1,1,1,3,⚠️ À réactiver
14018.0,281,1,367.15,1,1,2,4,⚠️ À réactiver
14020.0,112,3,570.46,2,3,3,8,🔄 Moyen
14021.0,10,4,1084.68,5,4,4,13,🏆 VIP
14022.0,122,1,352.15,2,1,2,5,⚠️ À réactiver
14024.0,26,1,318.04,4,1,2,7,🔄 Moyen
14025.0,100,10,3969.1,2,5,5,12,⭐ Fidèle
14026.0,106,2,713.11,2,2,3,7,🔄 Moyen
14028.0,134,5,3175.5,2,4,5,11,⭐ Fidèle
14030.0,2,16,5785.5,5,5,5,15,🏆 VIP
14031.0,1,35,23391.329999999998,5,5,5,15,🏆 VIP
14032.0,2,8,1856.23,5,5,4,14,🏆 VIP
14033.0,191,1,109.44,1,1,1,3,⚠️ À réactiver
14035.0,42,6,1424.45,3,4,4,11,⭐ Fidèle
14037.0,114,5,608.75,2,4,3,9,🔄 Moyen
14038.0,24,4,1446.45,4,4,4,12,⭐ Fidèle
14039.0,211,1,115.08,1,1,1,3,⚠️ À réactiver
14040.0,22,27,8915.65,4,5,5,14,🏆 VIP
14042.0,361,1,431.98,1,1,2,4,⚠️ À réactiver
14043.0,127,3,301.3,2,3,2,7,🔄 Moyen
14044.0,54,7,2453.33,3,4,5,12,⭐ Fidèle
14045.0,9,16,8000.88,5,5,5,15,🏆 VIP
14047.0,1,14,2868.72,5,5,5,15,🏆 VIP
14048.0,18,2,338.76,4,2,2,8,🔄 Moyen
14049.0,23,12,7424.88,4,5,5,14,🏆 VIP
14051.0,2,17,6627.16,5,5,5,15,🏆 VIP
14052.0,26,1,255.45,4,1,2,7,🔄 Moyen
14053.0,33,2,312.05,4,2,2,8,🔄 Moyen
14055.0,213,2,795.3199999999999,1,2,3,6,⚠️ À réactiver
14057.0,17,5,2190.88,4,4,5,13,🏆 VIP
14058.0,98,2,469.19,2,2,2,6,⚠️ À réactiver
14060.0,2,14,3367.7599999999998,5,5,5,15,🏆 VIP
14061.0,143,3,917.4300000000001,2,3,3,8,🔄 Moyen
14062.0,10,15,14969.98,5,5,5,15,🏆 VIP
14063.0,66,13,-3767.1999999999994,3,5,1,9,🔄 Moyen
14064.0,66,14,1851.43,3,5,4,12,⭐ Fidèle
14065.0,25,4,889.37,4,4,3,11,⭐ Fidèle
14068.0,232,4,1239.12,1,4,4,9,🔄 Moyen
14069.0,150,2,230.06,2,2,1,5,⚠️ À réactiver
14070.0,320,1,326.55,1,1,2,4,⚠️ À réactiver
14072.0,302,1,390.85,1,1,2,4,⚠️ À réactiver
14074.0,259,1,219.4,1,1,1,3,⚠️ À réactiver
14075.0,39,3,792.61,3,3,3,9,🔄 Moyen
14077.0,31,1,115.66,4,1,1,6,⚠️ À réactiver
14078.0,9,4,643.26,5,4,3,12,⭐ Fidèle
14079.0,318,1,243.63,1,1,2,4,⚠️ À réactiver
14080.0,49,5,1030.13,3,4,4,11,⭐ Fidèle
14081.0,5,13,4345.38,5,5,5,15,🏆 VIP
14082.0,28,1,231.11,4,1,2,7,🔄 Moyen
14083.0,7,3,388.83,5,3,2,10,⭐ Fidèle
14084.0,148,1,150.5,2,1,1,4,⚠️ À réactiver
14085.0,4,16,5656.43,5,5,5,15,🏆 VIP
14086.0,98,1,39.95,2,1,1,4,⚠️ À réactiver
14087.0,40,3,621.8,3,3,3,9,🔄 Moyen
14088.0,23,6,11984.53,4,4,5,13,🏆 VIP
14091.0,290,2,9530.08,1,2,5,8,🔄 Moyen
14092.0,8,11,3146.64,5,5,5,15,🏆 VIP
14094.0,75,2,334.27,2,2,2,6,⚠️ À réactiver
14095.0,358,1,2.95,1,1,1,3,⚠️ À réactiver
14097.0,117,2,422.86,2,2,2,6,⚠️ À réactiver
14099.0,11,10,2607.54,5,5,5,15,🏆 VIP
14101.0,24,8,3965.34,4,5,5,14,🏆 VIP
14103.0,301,1,0.0,1,1,1,3,⚠️ À réactiver
14104.0,25,3,555.37,4,3,3,10,⭐ Fidèle
14105.0,30,7,4443.65,4,4,5,13,🏆 VIP
14106.0,373,1,214.8,1,1,1,3,⚠️ À réactiver
14107.0,73,5,2165.22,2,4,5,11,⭐ Fidèle
14108.0,367,2,447.05,1,2,2,5,⚠️ À réactiver
14110.0,71,22,7287.95,2,5,5,12,⭐ Fidèle
14112.0,87,15,2750.34,2,5,5,12,⭐ Fidèle
14113.0,11,23,4778.83,5,5,5,15,🏆 VIP
14114.0,31,5,977.56,4,4,4,12,⭐ Fidèle
14115.0,137,2,622.67,2,2,3,7,🔄 Moyen
14118.0,64,1,458.45,3,1,2,6,⚠️ À réactiver
14119.0,11,2,183.37,5,2,1,8,🔄 Moyen
14120.0,66,1,-23.8,3,1,1,5,⚠️ À réactiver
14122.0,30,5,309.77,4,4,2,10,⭐ Fidèle
14123.0,369,1,436.18,1,1,2,4,⚠️ À réactiver
14126.0,80,1,466.33,2,1,2,5,⚠️ À réactiver
14127.0,16,3,1190.37,4,3,4,11,⭐ Fidèle
14128.0,179,2,271.86,1,2,2,5,⚠️ À réactiver
14129.0,35,4,1467.48,4,4,4,12,⭐ Fidèle
14130.0,11,3,1398.81,5,3,4,12,⭐ Fidèle
14131.0,284,1,187.87,1,1,1,3,⚠️ À réactiver
14133.0,369,1,305.5,1,1,2,4,⚠️ À réactiver
14134.0,18,15,11123.35,4,5,5,14,🏆 VIP
14135.0,3,12,4914.74,5,5,5,15,🏆 VIP
14136.0,36,7,1553.96,3,4,4,11,⭐ Fidèle
14137.0,317,2,294.09999999999997,1,2,2,5,⚠️ À réactiver
14139.0,126,3,670.98,2,3,3,8,🔄 Moyen
14142.0,9,4,655.9399999999999,5,4,3,12,⭐ Fidèle
14144.0,122,1,30.6,2,1,1,4,⚠️ À réactiver
14145.0,95,3,3857.85,2,3,5,10,⭐ Fidèle
14146.0,19,7,5259.3,4,4,5,13,🏆 VIP
14147.0,24,9,1550.9,4,5,4,13,🏆 VIP
14148.0,50,1,309.09,3,1,2,6,⚠️ À réactiver
14151.0,309,3,666.7,1,3,3,7,🔄 Moyen
14152.0,23,6,1364.35,4,4,4,12,⭐ Fidèle
14153.0,119,1,233.39999999999998,2,1,2,5,⚠️ À réactiver
14154.0,17,8,4917.98,4,5,5,14,🏆 VIP
14156.0,7,138,183180.55,5,5,5,15,🏆 VIP
14157.0,25,3,569.9,4,3,3,10,⭐ Fidèle
14159.0,15,11,2893.58,5,5,5,15,🏆 VIP
14160.0,246,7,8421.47,1,4,5,10,⭐ Fidèle
14161.0,5,5,2208.36,5,4,5,14,🏆 VIP
14163.0,98,1,148.71,2,1,1,4,⚠️ À réactiver
14166.0,141,2,256.85,2,2,2,6,⚠️ À réactiver
14167.0,100,4,721.65,2,4,3,9,🔄 Moyen
14168.0,56,3,305.9,3,3,2,8,🔄 Moyen
14169.0,66,2,624.43,3,2,3,8,🔄 Moyen
14170.0,11,3,597.33,5,3,3,11,⭐ Fidèle
14171.0,366,1,135.0,1,1,1,3,⚠️ À réactiver
14172.0,241,4,389.96999999999997,1,4,2,7,🔄 Moyen
14173.0,277,3,116.11,1,3,1,5,⚠️ À réactiver
14175.0,16,10,4242.38,4,5,5,14,🏆 VIP
14176.0,3,2,339.11,5,2,2,9,🔄 Moyen
14177.0,17,9,1669.93,4,5,4,13,🏆 VIP
14180.0,8,12,1469.98,5,5,4,14,🏆 VIP
14181.0,46,2,310.55,3,2,2,7,🔄 Moyen
14182.0,79,5,660.07,2,4,3,9,🔄 Moyen
14183.0,47,2,286.29,3,2,2,7,🔄 Moyen
14186.0,63,5,1550.6299999999999,3,4,4,11,⭐ Fidèle
14187.0,109,1,123.5,2,1,1,4,⚠️ À réactiver
14189.0,4,2,1160.31,5,2,4,11,⭐ Fidèle
14190.0,302,1,79.9,1,1,1,3,⚠️ À réactiver
14191.0,30,3,53.4,4,3,1,8,🔄 Moyen
14192.0,24,1,293.74,4,1,2,7,🔄 Moyen
14193.0,32,1,356.8,4,1,2,7,🔄 Moyen
14194.0,28,22,7226.12,4,5,5,14,🏆 VIP
14195.0,71,7,1418.54,2,4,4,10,⭐ Fidèle
14197.0,46,1,390.05,3,1,2,6,⚠️ À réactiver
14198.0,36,6,864.08,3,4,3,10,⭐ Fidèle
14199.0,36,5,731.1,3,4,3,10,⭐ Fidèle
14200.0,253,1,379.2,1,1,2,4,⚠️ À réactiver
14201.0,45,3,446.1,3,3,2,8,🔄 Moyen
14202.0,17,3,847.76,4,3,3,10,⭐ Fidèle
14203.0,33,1,339.34,4,1,2,7,🔄 Moyen
14204.0,58,3,901.9300000000001,3,3,3,9,🔄 Moyen
14205.0,1,9,1689.6,5,5,4,14,🏆 VIP
14206.0,16,3,836.95,4,3,3,10,⭐ Fidèle
14207.0,323,1,157.8,1,1,1,3,⚠️ À réactiver
14208.0,187,1,415.31,1,1,2,4,⚠️ À réactiver
14209.0,21,12,2870.24,4,5,5,14,🏆 VIP
14210.0,7,15,3913.43,5,5,5,15,🏆 VIP
14211.0,47,13,2093.39,3,5,5,13,🏆 VIP
14212.0,81,1,1119.66,2,1,4,7,🔄 Moyen
14213.0,7,2,0.0,5,2,1,8,🔄 Moyen
14215.0,4,4,1626.61,5,4,4,13,🏆 VIP
14216.0,45,2,303.09000000000003,3,2,2,7,🔄 Moyen
14217.0,1,11,1281.51,5,5,4,14,🏆 VIP
14219.0,45,2,543.89,3,2,3,8,🔄 Moyen
14220.0,203,2,882.6,1,2,3,6,⚠️ À réactiver
14221.0,85,9,3078.74,2,5,5,12,⭐ Fidèle
14224.0,26,5,847.78,4,4,3,11,⭐ Fidèle
14225.0,70,5,2015.12,3,4,4,11,⭐ Fidèle
14226.0,71,2,766.14,2,2,3,7,🔄 Moyen
14227.0,50,7,3011.6,3,4,5,12,⭐ Fidèle
14228.0,73,3,745.5,2,3,3,8,🔄 Moyen
14229.0,39,6,1018.39,3,4,4,11,⭐ Fidèle
14230.0,71,3,979.8,2,3,4,9,🔄 Moyen
14231.0,86,1,309.90999999999997,2,1,2,5,⚠️ À réactiver
14233.0,10,5,1319.45,5,4,4,13,🏆 VIP
14235.0,134,4,1573.13,2,4,4,10,⭐ Fidèle
14236.0,8,6,1241.88,5,4,4,13,🏆 VIP
14237.0,9,3,466.03999999999996,5,3,2,10,⭐ Fidèle
14238.0,298,2,287.38,1,2,2,5,⚠️ À réactiver
14239.0,67,11,1880.22,3,5,4,12,⭐ Fidèle
14240.0,59,1,357.15,3,1,2,6,⚠️ À réactiver
14241.0,332,1,120.0,1,1,1,3,⚠️ À réactiver
14243.0,1,10,4829.48,5,5,5,15,🏆 VIP
14244.0,295,2,354.82,1,2,2,5,⚠️ À réactiver
14247.0,40,5,632.94,3,4,3,10,⭐ Fidèle
14248.0,95,2,730.37,2,2,3,7,🔄 Moyen
14249.0,46,12,5625.46,3,5,5,13,🏆 VIP
14252.0,17,1,350.99,4,1,2,7,🔄 Moyen
14253.0,129,2,363.40000000000003,2,2,2,6,⚠️ À réactiver
14254.0,68,1,601.03,3,1,3,7,🔄 Moyen
14255.0,182,4,-1441.6,1,4,1,6,⚠️ À réactiver
14256.0,127,6,1462.28,2,4,4,10,⭐ Fidèle
14257.0,16,4,2854.73,4,4,5,13,🏆 VIP
14258.0,24,22,18377.27,4,5,5,14,🏆 VIP
14260.0,107,3,824.28,2,3,3,8,🔄 Moyen
14263.0,59,1,322.93,3,1,2,6,⚠️ À réactiver
14264.0,8,6,1141.89,5,4,4,13,🏆 VIP
14265.0,100,2,843.17,2,2,3,7,🔄 Moyen
14266.0,64,1,40.56,3,1,1,5,⚠️ À réactiver
14267.0,337,2,-19.9,1,2,1,4,⚠️ À réactiver
14268.0,106,1,354.85,2,1,2,5,⚠️ À réactiver
14269.0,71,2,261.68,2,2,2,6,⚠️ À réactiver
14271.0,45,1,106.81,3,1,1,5,⚠️ À réactiver
14272.0,198,2,482.85,1,2,3,6,⚠️ À réactiver
14274.0,322,1,256.6,1,1,2,4,⚠️ À réactiver
14275.0,31,6,1189.3799999999999,4,4,4,12,⭐ Fidèle
14276.0,36,8,909.93,3,5,3,11,⭐ Fidèle
14277.0,47,10,367.4699999999997,3,5,2,10,⭐ Fidèle
14278.0,45,1,205.82999999999998,3,1,1,5,⚠️ À réactiver
14279.0,156,2,191.86,2,2,1,5,⚠️ À réactiver
14281.0,44,1,245.14999999999998,3,1,2,6,⚠️ À réactiver
14282.0,3,12,4115.32,5,5,5,15,🏆 VIP
14283.0,99,4,628.44,2,4,3,9,🔄 Moyen
14284.0,289,1,704.4,1,1,3,5,⚠️ À réactiver
14285.0,149,5,1248.63,2,4,4,10,⭐ Fidèle
14286.0,35,7,3800.89,4,4,5,13,🏆 VIP
14290.0,49,8,1901.48,3,5,4,12,⭐ Fidèle
14291.0,16,13,3971.1,4,5,5,14,🏆 VIP
14292.0,38,13,4068.5699999999997,3,5,5,13,🏆 VIP
14293.0,4,7,2127.77,5,4,5,14,🏆 VIP
14294.0,43,1,375.34,3,1,2,6,⚠️ À réactiver
14295.0,74,6,2161.36,2,4,5,11,⭐ Fidèle
14296.0,49,3,448.45,3,3,2,8,🔄 Moyen
14298.0,11,39,39626.87,5,5,5,15,🏆 VIP
14299.0,1,25,9972.42,5,5,5,15,🏆 VIP
14301.0,45,5,1324.19,3,4,4,11,⭐ Fidèle
14302.0,66,3,742.9,3,3,3,9,🔄 Moyen
14303.0,43,2,277.94,3,2,2,7,🔄 Moyen
14304.0,15,3,1326.71,5,3,4,12,⭐ Fidèle
14306.0,14,4,1058.08,5,4,4,13,🏆 VIP
14307.0,9,6,2067.36,5,4,5,14,🏆 VIP
14308.0,185,5,-849.45,1,4,1,6,⚠️ À réactiver
14309.0,49,2,1428.28,3,2,4,9,🔄 Moyen
14310.0,68,1,492.1,3,1,3,7,🔄 Moyen
14311.0,203,1,206.19,1,1,1,3,⚠️ À réactiver
14312.0,14,5,1478.7,5,4,4,13,🏆 VIP
14313.0,260,1,-302.31,1,1,1,3,⚠️ À réactiver
14314.0,49,2,101.89999999999999,3,2,1,6,⚠️ À réactiver
14315.0,169,3,711.74,2,3,3,8,🔄 Moyen
14316.0,58,6,1355.34,3,4,4,11,⭐ Fidèle
14318.0,96,1,158.02,2,1,1,4,⚠️ À réactiver
14319.0,60,2,476.95,3,2,3,8,🔄 Moyen
14320.0,182,4,861.01,1,4,3,8,🔄 Moyen
14321.0,64,3,667.83,3,3,3,9,🔄 Moyen
14322.0,63,6,384.3,3,4,2,9,🔄 Moyen
14324.0,45,2,701.61,3,2,3,8,🔄 Moyen
14325.0,205,1,245.48,1,1,2,4,⚠️ À réactiver
14326.0,99,2,757.13,2,2,3,7,🔄 Moyen
14327.0,18,5,1583.28,4,4,4,12,⭐ Fidèle
14328.0,66,3,-445.06,3,3,1,7,🔄 Moyen
14329.0,11,14,4806.78,5,5,5,15,🏆 VIP
14330.0,259,1,200.63,1,1,1,3,⚠️ À réactiver
14332.0,17,2,1077.2,4,2,4,10,⭐ Fidèle
14334.0,61,5,1753.52,3,4,4,11,⭐ Fidèle
14337.0,367,1,-658.63,1,1,1,3,⚠️ À réactiver
14338.0,172,1,339.88,2,1,2,5,⚠️ À réactiver
14339.0,64,1,310.75,3,1,2,6,⚠️ À réactiver
14341.0,56,11,2277.09,3,5,5,13,🏆 VIP
14342.0,68,3,235.03,3,3,2,8,🔄 Moyen
14343.0,57,4,1088.91,3,4,4,11,⭐ Fidèle
14344.0,3,14,2443.77,5,5,5,15,🏆 VIP
14346.0,61,3,1294.17,3,3,4,10,⭐ Fidèle
14347.0,372,1,82.6,1,1,1,3,⚠️ À réactiver
14350.0,16,2,689.1,4,2,3,9,🔄 Moyen
14353.0,46,2,285.9,3,2,2,7,🔄 Moyen
14355.0,1,3,840.05,5,3,3,11,⭐ Fidèle
14358.0,25,3,384.3,4,3,2,9,🔄 Moyen
14361.0,214,1,214.71,1,1,1,3,⚠️ À réactiver
14363.0,38,2,227.47,3,2,1,6,⚠️ À réactiver
14365.0,30,2,634.68,4,2,3,9,🔄 Moyen
14366.0,161,1,136.0,2,1,1,4,⚠️ À réactiver
14369.0,278,2,469.13,1,2,2,5,⚠️ À réactiver
14370.0,86,9,1092.1299999999999,2,5,4,11,⭐ Fidèle
14372.0,79,3,830.18,2,3,3,8,🔄 Moyen
14374.0,177,1,108.0,2,1,1,4,⚠️ À réactiver
14375.0,86,2,875.31,2,2,3,7,🔄 Moyen
14376.0,319,1,215.46,1,1,1,3,⚠️ À réactiver
14378.0,257,1,131.25,1,1,1,3,⚠️ À réactiver
14379.0,29,2,920.8100000000001,4,2,3,9,🔄 Moyen
14380.0,239,2,-99.72999999999999,1,2,1,4,⚠️ À réactiver
14381.0,87,1,428.65999999999997,2,1,2,5,⚠️ À réactiver
14382.0,26,2,614.78,4,2,3,9,🔄 Moyen
14384.0,136,1,58.5,2,1,1,4,⚠️ À réactiver
14388.0,2,12,3417.2599999999998,5,5,5,15,🏆 VIP
14389.0,60,6,821.35,3,4,3,10,⭐ Fidèle
14390.0,8,7,1730.86,5,4,4,13,🏆 VIP
14391.0,212,1,135.6,1,1,1,3,⚠️ À réactiver
14392.0,68,1,266.4,3,1,2,6,⚠️ À réactiver
14394.0,200,1,93.8,1,1,1,3,⚠️ À réactiver
14395.0,8,13,4688.9,5,5,5,15,🏆 VIP
14396.0,7,6,1633.94,5,4,4,13,🏆 VIP
14398.0,37,2,707.79,3,2,3,8,🔄 Moyen
14399.0,30,9,2098.16,4,5,5,14,🏆 VIP
14400.0,36,3,1143.3,3,3,4,10,⭐ Fidèle
14401.0,60,11,2663.42,3,5,5,13,🏆 VIP
14402.0,288,1,285.6,1,1,2,4,⚠️ À réactiver
14403.0,219,4,396.45,1,4,2,7,🔄 Moyen
14404.0,5,9,1365.39,5,5,4,14,🏆 VIP
14405.0,22,1,195.0,4,1,1,6,⚠️ À réactiver
14408.0,107,4,1503.24,2,4,4,10,⭐ Fidèle
14409.0,4,6,1545.44,5,4,4,13,🏆 VIP
14410.0,12,2,1546.07,5,2,4,11,⭐ Fidèle
14412.0,60,1,656.16,3,1,3,7,🔄 Moyen
14413.0,46,3,647.67,3,3,3,9,🔄 Moyen
14414.0,10,1,902.35,5,1,3,9,🔄 Moyen
14415.0,15,14,6103.57,5,5,5,15,🏆 VIP
14417.0,23,1,604.2,4,1,3,8,🔄 Moyen
14419.0,18,1,202.85,4,1,1,6,⚠️ À réactiver
14420.0,32,5,1241.85,4,4,4,12,⭐ Fidèle
14421.0,148,5,1643.51,2,4,4,10,⭐ Fidèle
14422.0,10,15,5937.28,5,5,5,15,🏆 VIP
14423.0,60,3,649.76,3,3,3,9,🔄 Moyen
14425.0,63,5,635.89,3,4,3,10,⭐ Fidèle
14426.0,29,11,7185.07,4,5,5,14,🏆 VIP
14427.0,130,2,900.1800000000001,2,2,3,7,🔄 Moyen
14429.0,39,1,516.28,3,1,3,7,🔄 Moyen
14430.0,147,5,956.4,2,4,4,10,⭐ Fidèle
14431.0,15,3,2143.84,5,3,5,13,🏆 VIP
14433.0,101,1,289.6,2,1,2,5,⚠️ À réactiver
14435.0,137,1,90.42,2,1,1,4,⚠️ À réactiver
14436.0,189,1,182.64,1,1,1,3,⚠️ À réactiver
14437.0,1,6,873.34,5,4,3,12,⭐ Fidèle
14439.0,79,4,6781.8,2,4,5,11,⭐ Fidèle
14440.0,1,11,4169.15,5,5,5,15,🏆 VIP
14441.0,1,10,2816.45,5,5,5,15,🏆 VIP
14442.0,50,7,3727.4,3,4,5,12,⭐ Fidèle
14443.0,4,4,950.7,5,4,4,13,🏆 VIP
14444.0,92,1,132.04,2,1,1,4,⚠️ À réactiver
14445.0,91,1,221.65,2,1,1,4,⚠️ À réactiver
14446.0,22,1,201.73,4,1,1,6,⚠️ À réactiver
14447.0,36,1,548.5,3,1,3,7,🔄 Moyen
14449.0,8,5,1575.7,5,4,4,13,🏆 VIP
14450.0,15,4,645.19,5,4,3,12,⭐ Fidèle
14451.0,25,16,2603.0,4,5,5,14,🏆 VIP
14452.0,31,2,401.15,4,2,2,8,🔄 Moyen
14454.0,12,6,970.7,5,4,4,13,🏆 VIP
14455.0,68,5,594.86,3,4,3,10,⭐ Fidèle
14458.0,16,1,237.42,4,1,2,7,🔄 Moyen
14459.0,169,2,3501.22,2,2,5,9,🔄 Moyen
14460.0,32,8,536.26,4,5,3,12,⭐ Fidèle
14461.0,18,11,4594.54,4,5,5,14,🏆 VIP
